REF;NAME;PVP03;PVP04;PVP02
0021616;GAFA NATACIÓN INFANTIL STAR;0.89;0.98;1.07
0021617;TUBO Y GAFAS NATACIÓN DIVE;2.95;3.25;3.54
0021723;ALETA BODY TALLA 38/40 AZUL;5.95;6.55;7.14
0021724;ALETA BODY TALLA 41/42 AZUL;5.95;6.55;7.14
0021725;ALETA BODY TALLA 43/46 AZUL;5.95;6.55;7.14
0021727;ALETA BODY TALLA 43/46 AMARILLO;5.95;6.55;7.14
0023101;SALVAVIDAS PLÁSTICO;27.6;30.36;33.12
0023102;SOPORTE SALVAVIDAS ACERO INOX ;14.85;16.34;17.82
0023111;MOSQUETÓN ACERO INOX;2.16;2.38;2.59
0023112;CABLE ACERO INOX 3 MM PARA CORCHERA - METRO LINEAL-;0.92;1.01;1.1
0023120;CORCHERA ROMA 25 MT CON CABLE Y MOSQUETÓN;128.79;141.67;154.55
0023121;CORCHERA ROMA 25MT CON CUERDA Y MOSQUETÓN;105.28;115.81;126.34
0023156;CORCHERA ROMA 50MT CON CUERDA Y MOSQUETÓN;217.28;239.01;260.74
0023162;CORCHERA ROMA 50 MTS CON CABLE Y MOSQUETÓN;250.88;275.97;301.06
0023167;CORCHERA MARCAS 25 MTS CON CUERDA Y MOSQUETON;37.5;41.25;45
0023181;CORCHERA MOSCU 25MT CON CUERDA Y MOSQUETÓN;165;181.5;198
0023182;CORCHERA MOSCÚ 25MT CON CABLE Y MOSQUETON;178.9;196.79;214.68
0023201;CORCHERA MOSCU 50MT CON CUERDA Y MOSQUETÓN;306.9;337.59;368.28
0023202;CORCHERA MOSCÚ 50 MTS CON CABLE Y MOSQUETON;342.72;376.99;411.26
0023231;GANCHO CORCHERA ACERO INOX;2.44;2.68;2.93
0024090;LOSETA PVC 30X30 SOFTEE AZUL 1.0;1.99;2.19;2.39
0024091;LOSETA PVC 30X30 SOFTEE AZUL 2.0;1.45;1.6;1.74
0024092;LOSETA PVC 30X40 SOFTEE AZUL 1.0;2.34;2.57;2.81
0024094;LOSETA SUELO PISCINA SOFTEE 25X25 CM AZUL;0.99;1.09;1.19
0024097;SUELO VESTUARIO HELSINKI METRO LINEAL;24.13;26.54;28.96
0024098;SUELO VESTUARIO HELSINKI 15 X 0.50 MTS;329;361.9;394.8
0024301;PLATAFORMA INCLINADA;21.99;24.19;26.39
0024302;KETTLEBELL AJUSTABLE SOFTEE;25.99;28.59;31.19
0024304;FUNCTIONAL TIRE 40KG SOFTEE;239.95;263.95;287.94
0024305;FUNCTIONAL TIRE 80KG SOFTEE;289.95;318.95;347.94
0024307;JUEGO PLATAFORMA REGULAR FOAM SOFTEE 75X60X50;89;97.9;106.8
0024308;PLATAFORMA SALTO REGULABLE FOAM SOFTEE 70X70X15/30/45/60CM;499;548.9;598.8
0024310;JUEGO OCTOGONOS PARA SALTO FOAM SOFTEE 100X110X15/30/45/60CM;399;438.9;478.8
0024311;SOPORTE PARED ENTRENAMIENTO ESCALADA 220X30X4CM;99;108.9;118.8
0024313;SOPORTE PARA MAGNESIO;69.99;76.99;83.99
0024314;RACK PARA SACOS DE ENTRENAMIENTO/ BALONES MEDICINALES SOFTEE;139;152.9;166.8
0024315;RACK PARA KETTLEBELLS SOFTEE;179;196.9;214.8
0024359;SOPORTE CUELLO/HOMBROS PLUS PARA BARRA DE ALZAMIENTO;7.38;8.12;8.86
0024362;SOPORTE PARA HOMBROS PARA SQUAT;59;64.9;70.8
0024364;PLATAFORMA REACCION BALONES MEDICINALES SOFTEE;144;158.4;172.8
0024365;BALANCE BOARD NEW;8.19;9.01;9.83
0024366;PLATAFORMAS DE SALTO SOFTEE;295;324.5;354
0024368;RACK PARA DYNAMIC TRAINER;399;438.9;478.8
0024369;SOPORTE DOMINADAS DUAL SOFTEE;40.17;44.19;48.2
0024370;SOPORTE DOMINADAS AJUSTABLE SOFTEE;73.2;80.52;87.84
0024371;SOPORTE FONDOS Y ABDOMINALES SOFTEE;63.78;70.16;76.54
0024408;BARRA CON AGARRE SOFTEE 4KG;49.95;54.95;59.94
0024409;BARRA HEXAGONAL SOFTEE 180x68CM;192.5;211.75;231
0024451;BARRA MANCUERNA 36CM CON FIJACIONES MUELLE;4.25;4.68;5.1
0024453;BARRA MANCUERNA 45CM CON FIJACIONES MUELLE;5.3;5.83;6.36
0024471;BARRA ALZAMIENTO 1,20MT CON FIJACIONES MUELLE;14.95;16.45;17.94
0024473;BARRA ALZAMIENTO 1,50MT CON FIJACIONES MUELLE;16.31;17.94;19.57
0024475;BARRA ALZAMIENTO 1,80MT CON FIJACIONES MUELLE;18.28;20.11;21.94
0024476;BARRA ALZAMIENTO 2,00 MTS CON FIJACIONES MUELLE;19.95;21.95;23.94
0024485;BARRA TRÍCEPS CON FIJACIONES MUELLE;24.51;26.96;29.41
0024491;BARRA Z BÍCEPS CON FIJACIONES MUELLE;19.41;21.35;23.29
0024495;BARRA W-POWER/POWER FITNESS - CON FIJACIONES-;8.95;9.85;10.74
0024507;BARRA Z OLIMPICA CON RODAMIENTOS;119;130.9;142.8
0024508;BARRA OLIMPICA 220 CON RODAMIENTOS;149;163.9;178.8
0024509;BARRA OLIMPICA 150 CON RODAMIENTOS;142;156.2;170.4
0024510;JUEGO CIERRES OLIMPICOS;2.65;2.92;3.18
0024522;JUEGO FIJACIONES CIERRE RÁPIDO MUELLE;1.91;2.1;2.29
0024804;CAJÓN MULTISALTOS;58.5;64.35;70.2
0024818;TABLA DE EQUILIBRIO CON RODILLO DE MADERA MACIZA;32;35.2;38.4
0024819;TABLA DE EQUILIBRIO CON DOBLE SEMICIRCULOS DE MADERA;26;28.6;31.2
0024823;MUEBLE PARA PIES MINISTEPS;31.36;34.5;37.63
0024824;MUEBLE TABLAS MINISTEPS;78;85.8;93.6
0024828;MUEBLE PARA PIES STEPS;31.36;34.5;37.63
0024829;MUEBLE TABLAS STEPS;120;132;144
0024839;ALMOHADILLA ABDOMINAL/LUMBAR SOFTEE;8.58;9.44;10.3
0024851;PROTECTOR BUCAL SIMPLE;1.4;1.54;1.68
0024852;PROTECTOR BUCAL DOBLE;1.5;1.65;1.8
0024853;PROTECTOR BUCAL IMPACT;1.68;1.85;2.02
0024854;PROTECTOR BUCAL PRO;3.95;4.35;4.74
0024859;PLATAFORMA DE EQUILIBRIO SOFTEE;22.95;25.25;27.54
0025111;COLCHONETA AERÓBIC;4.35;4.79;5.22
0025112;COLCHONETA AERÓBIC CON OLLADOS;4.95;5.45;5.94
0025140;COLCHONETA CAMPING BICOLOR;3.85;4.24;4.62
0025141;COLCHONETA CAMPING MONOCOLOR GRABADO FILM 1 CARA;2.95;3.25;3.54
0025142;GOMA PARA COLCHONETA DE CAMPING;0.2;0.22;0.24
0025201;SOPORTE PARED COLCHONETA CON AGUJEROS 1 PIEZA;10.8;11.88;12.96
0025202;SOPORTE PARED COLCHONETA CON AGUJEROS 2 PIEZAS;11.2;12.32;13.44
0025203;CARRO PORTACOLCHONETAS 200 X 100 , 4 RUEDAS;250.6;275.66;300.72
0025702;EXPANSOR OCHO;2.5;2.75;3
0025703;EXPANSOR CERO;1.9;2.09;2.28
0025704;EXPANSOR ASAS DENSIDAD LIGERA NEW AZUL;3.47;3.82;4.16
0025705;EXPANSOR ASAS DENSIDAD MEDIA NEW ROJO;3.65;4.02;4.38
0025706;EXPANSOR ASAS DENSIDAD ALTA NEW VERDE;4.88;5.37;5.86
0025707;EXPANSOR LATEX DELUXE DENSIDAD LIGERA AZUL;4.51;4.96;5.41
0025708;EXPANSOR LATEX DELUXE DENSIDAD MEDIA ROJO;4.75;5.23;5.7
0025709;EXPANSOR LATEX DELUXE DENSIDAD ALTA VERDE;6.35;6.99;7.62
0025710;JUEGO ASAS PARA TUBO EXPANSOR.;1.95;2.15;2.34
0025711;TUBO EXPANSOR DENSIDAD LIGERA -METRO LINEAL-;1.15;1.27;1.38
0025712;TUBO EXPANSOR DENSIDAD MEDIA -METRO LINEAL-;1.25;1.38;1.5
0025713;TUBO EXPANSOR DENSIDAD ALTA -METRO LINEAL-;2.25;2.48;2.7
0025714;RECAMBIO TUBO EXPANSOR DENSIDAD LIGERA 1,30MTS;1.5;1.65;1.8
0025715;RECAMBIO TUBO EXPANSOR DENSIDAD MEDIA 1,30MTS;1.63;1.79;1.96
0025716;RECAMBIO TUBO EXPANSOR DENSIDAD ALTA 1,30MTS;2.93;3.22;3.52
0025717;RECAMBIO TUBO EXPANSOR LATEX DELUXE DENSIDAD LIGERA 1,30MTS AZUL;1.95;2.15;2.34
0025718;RECAMBIO TUBO EXPANSOR LATEX DELUXE DENSIDAD MEDIA 1,30MTS ROJO;2.12;2.33;2.54
0025719;RECAMBIO TUBO EXPANSOR LATEX DELUXE DENSIDAD ALTA 1,30MTS VERDE;3.81;4.19;4.57
0026216;BODY BAR SOFTEE 4KG;13.95;15.35;16.74
0026218;BODY BAR SOFTEE 6KG;14.95;16.45;17.94
0026302;SOPORTE ANGULAR SOFTEE PARA BARRA OLÍMPICA;69.95;76.95;83.94
0026303;SOPORTE PROTECCIÓN PARA SENTADILLAS SOFTEE;4.59;5.05;5.51
0026311;SOPORTE PARA BARRAS Y DISCOS;80;88;96
0026322;SOPORTE PARA PESAS DE VINILO CON RUEDAS Y BARRA;125;137.5;150
0026332;SOPORTE POWER FITNESS/ WORKPOWER CON RUEDAS;125;137.5;150
0026333;SOPORTE POWER FITNESS/ WORKPOWER NEW;175;192.5;210
0026334;JERK BOXES SOFTEE;619.95;681.95;743.94
0026351;SOPORTE METALICO PARA AROS Y CUERDAS MODELO II;12;13.2;14.4
0026352;SOPORTE METALICO PARA AROS Y CUERDAS MODELO III;18;19.8;21.6
0026353;SOPORTE METÁLICO CUERDAS Y AROS DELUXE;34.8;38.28;41.76
0026370;MANCUERNERO SOFTEE 1-10 KG  CON MANCUERNAS CROMADAS;395;434.5;474
0026371;MANCUERNERO PRO-SPORTS SOFTEE PARA 36 MANCUERNAS;395;434.5;474
0026671;MOCHILA SOFTEE EXIT;11.9;11.9;11.9
0026672;MOCHILA SOFTEE CHECK-IN;9.9;9.9;9.9
0027507;SOMBRILLA SOFTEE BEACH -ROJO;9.95;10.95;11.94
0027508;PARAGUAS NEGRO SOFTEE RAIN -NEGRO;4.95;5.45;5.94
00280.46;CILINDRO PILATES DELUXE 90 CM -ROJO, VERDE, ROYAL, VIOLETA Y CORAL-;18.7;20.57;22.44
0028410;BOLSA SOFTEE PARA COLCHONETA YOGA;0.9;0.99;1.08
0028411;COLCHONETA PLEGABLE 180X60X4 CM SOFTEE;19.9;21.89;23.88
0028426;COLUMPIO PARA YOGA AÉREO;22.9;25.19;27.48
0028432;PELOTA PILATES PVC 17CM TRANSPARENTE;1.3;1.43;1.56
0028433;PELOTA PILATES PVC 26CM TRANSPARENTE;1.95;2.15;2.34
0029001;BARRA BASIC DOMINADAS;4.95;5.45;5.94
0029002;BARRA PROFESIONAL DOMINADAS;14.95;16.45;17.94
0029006;PLATAFORMA POLIVALENTE FITNESS SOFTEE;134;147.4;160.8
0029020;JUEGO BARRAS DE FLEXIONES;3.65;4.02;4.38
0029050;APOYO ABDOMINALES;3.95;4.35;4.74
0029561;SOPORTE PARA BARRAS DEPORTIUM;330;363;396
0029564;SOPORTE PARA DISCOS OLÍMPICOS DEPORTIUM;240;264;288
00380.46;PLATAFORMA BOSS -ROJO, VERDE, ROYAL, VIOLETA, CORAL Y NEGRO-;49;53.9;58.8
0039041;PACK 3 OVERGRIPS SOFT BLANCO PERFORADO;1.5;1.5;1.5
00400.A26.30;COLCHONETA BICOLOR 200 X 100 X 5CM -ROJO/NEGRO, VERDE/AZUL, AMARILLO/GRIS-;77;84.7;92.4
00400.A26.31;COLCHONETA BICOLOR 200 X 100 X 10CM -ROJO/NEGRO, VERDE/AZUL, AMARILLO/GRIS-;111;122.1;133.2
0041002;BASCULA SOFTEE TECH AZUL;9.95;10.95;11.94
0041003;BASCULA SOFTEE TECH NEGRA;9.95;10.95;11.94
0041005;BASCULA SOFTEE BALONCESTO;5.95;6.55;7.14
0041006;BASCULA SOFTEE FÚTBOL;5.95;6.55;7.14
0501021;RAQUETA TENIS ROX R-RAF 21';7.5;8.25;9
0501022;RAQUETA TENIS ROX R-RAF 23';7.5;8.25;9
0501023;RAQUETA TENIS ROX R-RAF 25';7.5;8.25;9
0501024;RAQUETA TENIS ROX R-RAF 27';7.95;8.75;9.54
0501025;RAQUETA TENIS ROX HAMMER PRO 21;7.88;8.67;9.46
0501026;RAQUETA TENIS ROX HAMMER PRO 23;7.88;8.67;9.46
0501027;RAQUETA TENIS ROX HAMMER PRO 25;7.88;8.67;9.46
0501028;RAQUETA TENIS ROX HAMMER PRO 27;8.35;9.19;10.02
0501251;BOTE 3 PELOTAS DE TENIS WILSON 'CHAMPIONSHIP';2.35;2.35;2.35
0501257;OVERGRIP WILSON BLANCO PRO;0.99;0.99;0.99
0501258;TARRO 60 OVERGRIPS WILSON BLANCO PRO;54.6;54.6;54.6
0501267;TARRO 50 OVERGRIPS WILSON;24.59;24.59;24.59
0501375;"BOTE 4 PELOTAS DE TENIS WILSON ""NTV TOUR""";2.99;2.99;2.99
0501376;"BOTE 4 PELOTAS DE TENIS WILSON ""WTV TOUR""";3.19;3.19;3.19
0501400;BOTE 3 PELOTAS WILSON PADEL COMP BALL;2.29;2.29;2.29
0501405;CARRO PORTAPELOTAS TENIS/PADEL WILSON PICK-UP 75;15.95;17.55;19.14
0501438;RAQUETA TENIS WILSON TOUR 110;16.95;18.65;20.34
0501441;RAQUETA TENIS WILSON TOUR 25;12.95;14.25;15.54
0501442;RAQUETA TENIS WILSON TOUR 23;12.95;14.25;15.54
0501443;RAQUETA TENIS WILSON TOUR 21;12.95;14.25;15.54
0501802;CARRO MARCACAMPOS 2 SALIDAS;179;179;205.85
0501805;CEPILLO PARA CARRO MARCACAMPOS;18.9;18.9;21.74
0501809;LISTÓN SALTÓMETRO 4 MT FIBRA DE VIDRIO                                                              ;45.48;45.48;52.3
0501810;RUEDA CARRO MARCACAMPOS;4.9;4.9;5.64
0501811;LISTÓN SALTÓMETRO ALUMINIO DELUXE;20.93;20.93;24.07
0501816;ESCALERA HORIZONTAL MADERA METRO LINEAL ;42.25;42.25;48.59
0501817;HERRAJE PARA ESCALERA HORIZONTAL -2 UDS- ;111;111;127.65
0501830;ESPALDERA SIMPLE, UN CUERPO;132.22;132.22;152.05
0501831;ESPALDERA DOBLE. DOS CUERPOS;205.53;205.53;236.36
0501845;ESPALDERA JUNIOR SIMPLE   180 X 68 CM ;118.6;118.6;136.39
0501846;ESPALDERA JUNIOR DOBLE 180 X 135 CM ;191.8;191.8;220.57
0501847;REPUESTO BARRA ESPALDERA-METRO LINEAL-;4;4;4.6
0501848;ESCUADRA ESPALDERA;2.5;2.5;2.88
0501895;PROTECTOR DELUXE 3 PIEZAS TABLERO MINIBASKET -UNIDAD-;29.9;29.9;34.39
0501896;PROTECTOR DELUXE 3 PIEZAS TABLERO BALONCESTO -UNIDAD-;33;33;37.95
0501900;JUEGO PROTECCIÓN POSTES VOLEIBOL SECCION 90 MM;84.4;84.4;97.06
0501901;JUEGO PROTECCIÓN POSTES VOLEIBOL SECCION 80  MM;69.2;69.2;79.58
0501902;JUEGO PROTECCIÓN POSTES BASKET/ MINIBASKET MONOTUBO;65.8;65.8;75.67
0501904;JUEGO PROTECTORES PARA CANASTAS BALONCESTO FORMA TRIANGULAR;195.02;195.02;224.27
0501905;JUEGO PROTECTORES PARA CANASTAS MINIBASKET FORMA TRIANGULAR;195.02;195.02;224.27
0501908;JUEGO PROTECCIÓN POSTES CANASTAS 114 mm;86.9;86.9;99.94
0501909;JUEGO PROTECTORES PARA PORTERIAS DE RUGBY;199.63;199.63;229.57
0501910;JUEGO PROTECCIÓN POSTES CANASTAS DELUXE;79;79;90.85
0501914;JUEGO PROTECCIÓN POSTES VOLEIBOL CUADRADOS;69.2;69.2;79.58
0501915;PROTECCION JUEGO 2 POSTES PORTERIA DE FUTBOL SALA  80 X 80 MM ESTANCO;84;84;96.6
0501918;METRO LINEAL DE PANEL TAPIZADO CON LONA PARA PROTECCION DE 2 MTS ALTURA Y GROSOR 60 CM;70;70;80.5
0501919;PROTECCION JUEGO 2 CANASTAS 100 X 100 MM ESTANCO;104.72;104.72;120.43
0501920;PROTECCION JUEGO 2  CANASTAS 80 X 80 MM ESTANCO;96.36;96.36;110.81
0501921;JUEGO PORTERIAS RUGBY ALUMINIO TUBO DIÁMETRO 120 X 100 MM;1850;1850;2127.5
0501922;PODIUM WINNERS 3 PIEZAS;309;309;355.35
0502125;JUEGO GALLARDETES DE 12,55 MTS ;52.39;57.63;62.87
0502126;MEGÁFONO SOFTEE 501;58;63.8;69.6
0502136;FLOTADORES SALIDA FALSA 12,5 MTS ;27;29.7;32.4
0502139;JUEGO GALLARDETES DE 16,66 MTS ;69.28;76.21;83.14
0502140;JUEGO GALLARDETES DE 21 MTS;88.45;97.3;106.14
0502141;JUEGO GALLARDETES DE 25 MTS;107.77;118.55;129.32
0502142;FLOTADORES SALIDA FALSA 16,66 MTS ;33;36.3;39.6
0502143;FLOTADORES SALIDA FALSA 21 MTS ;41;45.1;49.2
0502144;FLOTADORES SALIDA FALSA 25 MTS    ;52;57.2;62.4
0502405;CUERDA ESPECIAL FLOTACIÓN-METRO LINEAL-;0.29;0.32;0.35
0502990;EMBOLSADO GORROS;0.08;0.09;0.1
0502996;SERIGRAFÍA GORROS LICRA / POLIESTER;0.16;0.18;0.19
0502997;PLANCHA GORROS LICRA / POLIESTER;30;33;36
0502998;PLANCHA GORROS SILICONA;30;33;36
0502999;SERIGRAFÍA GORROS SILICONA;0.18;0.2;0.22
0503054;BOTE 2 PELOTAS FRONTENIS DUNLOP;2.5;2.5;2.5
0503056;BOLA SQUASH DUNLOP PROGRESS (PUNTO ROJO);2.09;2.09;2.09
0503057;BOLA SQUASH DUNLOP COMPETITION (PUNTO AMARILLO);2.09;2.09;2.09
0503058;BOLA SQUASH DUNLOP REVELATION PRO (DOBLE PUNTO AMARILLO);2.09;2.09;2.09
0503060;BOTE 3 PELOTAS PADEL SLAZENGER PRO;1.99;1.99;1.99
0503064;BOLA SQUASH DUNLOP INTRO  (PUNTO AZUL);2.09;2.09;2.09
0503515;PALA PADEL DUNLOP THRUSTER ROJO;34.95;34.95;34.95
0503517;PALA PADEL DUNLOP FUSION ELITE VERDE;29.95;29.95;29.95
0503518;PALA PADEL DUNLOP EXPLOSION MAX BLANCO PERLA;24.95;24.95;24.95
0503519;PALA PADEL DUNLOP EXPLOSION MAX AZUL;24.95;24.95;24.95
0504102;RED DE PORTERIA MULTIUSOS 100  X 65;4.5;4.95;5.18
0504106;RED PARA PORTERIA MULTIUSOS 140 X 105 MALLA 45;7;7.7;8.4
0504121;M2 RED PROTECCIÓN 3MM LINEA PREMIUM, MALLA 100;1;1.1;1.2
0504122;M2 RED PROTECCIÓN 4MM LINEA PREMIUM, MALLA 100;1.28;1.41;1.54
0504125;M2 RED DE PROTECCION 3 MM LINEA PREMIUM MALLA 35;2;2.2;2.4
0504126;M2 RED DE PROTECCION 4 MM LINEA PREMIUM MALLA 45;2.27;2.5;2.72
0504128;JUEGO CINTA DELIMITADORA DE CAMPO FUTBOL-PLAYA;51.6;56.76;61.92
0504129;JUEGO CINTA DELIMITADORA DE CAMPO VOLEIBOL PLAYA;20.64;22.7;24.77
0504130;CENTRO GUÍA TENIS;2.7;2.97;3.24
0504131;REPUESTO CINTA PADEL;13.76;15.14;16.51
0504133;REPUESTO CINTA TENIS;14.45;15.9;17.34
0504134;JUEGO CINTA DELIMITADORA BALONMANO PLAYA;33;36.3;39.6
0504135;ANTENA -UNIDAD- FIBRA DE VIDRIO PARA VOLEIBOL;4;4.4;4.8
0504137;JUEGO BANDAS CORREDERAS PARA COMPETICIÓN;5.7;6.27;6.84
0504138;REPUESTO CABLE DE ACERO PARA RED DE VOLEIBOL;6.5;7.15;7.8
0504139;REPUESTO CABLE DE ACERO PARA RED DE TENIS;6.69;7.36;8.03
0504140;REPUESTO CABLE DE ACERO PARA RED DE PADEL;6.62;7.28;7.94
0504141;CENTRO GUÍA PADEL;2.7;2.97;3.24
0504300;CUERDA TREPA NUDOS 4 MTS (USO EXCLUSIVO PARA INTERIOR);24.12;26.53;28.94
0504301;CUERDA TRACCIÓN 10 MTS;31.92;35.11;38.3
0504302;CUERDA TREPA LISA 4 MTS (USO EXCLUSIVO PARA INTERIOR);21.69;23.86;26.03
05054;BRAZALETE TÉCNICO / MUÑEQUERA AQUAEROBIC -PAR- -ROJO, AMARILLO, VIOLETA, AZUL-;4.95;5.45;5.94
05056;SET FIGURAS DE 60 CM Nº5 (ESCALERA, 2 ASIENTOS, CILINDRO Y RAMPA);259.09;285;310.91
05057;SET FIGURAS DE 60 CM Nº4 (ESCALERA, 2 ASIENTOS, RECTANGULO Y RAMPA);261.3;287.43;313.56
05058;SET FIGURAS DE 60 CM Nº3 (ESCALERA, CUADRADO, RAMPA);211.05;232.16;253.26
05059;SET FIGURAS DE 60 CM Nº2 (ESCALERA Y RAMPA);132.77;146.05;159.32
0505910;GANCHO SUJECCIÓN RED PORTERÍA FÚTBOL                                                                ;0.41;0.41;0.47
0505911;GANCHO SUJECCIÓN RED PORTERÍA FÚTBOL AZUL;0.41;0.41;0.47
05060;SET FIGURAS DE 60 CM Nº1 (2 ASIENTOS Y RECTANGULO);146.16;160.78;175.39
05061;FIGURA DONUT 120 X 60 X 30 CM;170;187;204
05062;FIGURA CIRCULO 30X60 CM Ø   ;49.86;54.85;59.83
05063;FIGURA COLCHONETA 120 LARGO X 60 ANCHO X 5 GROSOR CM (SIN VELCRO);26;28.6;31.2
05064;FIGURA TUNEL 60 LARGO X 50 ALTO X 60 ANCHO;82.09;90.3;98.51
05065;FIGURA CUADRADO  DE 30 ALTO X 60 ANCHO X 60 FONDO CM;49.23;54.15;59.08
0506505;TENSOR LATÓN CROMADO;59;64.9;70.8
05066;FIGURA CUADRADO 25 CM;11.59;12.75;13.91
05067;FIGURA CUADRADO 60 CM;83.45;91.8;100.14
05068;FIGURA SEMICILINDRO 50 LARGO X 15 ALTO X 30 FONDO CM;17.21;18.93;20.65
05069;FIGURA SEMICILINDRO 25 x 12,5 x 25 CM;7.07;7.78;8.48
05070;FIGURA TUERCA 60X60X30 CM;63;69.3;75.6
05071;SET FIGURA TUERCA TORNILLO (2 TUERCAS Y CILINDRO) ;161;177.1;193.2
05072;FIGURA RECTANGULO 120 LARGO X 30 ANCHO X 30 FONDO CM;47.19;51.91;56.63
05073;FIGURA MINI RECTANGULO 50 LARGO X 25 ALTO X 12,5 ANCHO;10.51;11.56;12.61
05074;FIGURA RECTANGULO MEDIANO  50 LARGO X 25 ALTO X 25 ANCHO;15.68;17.25;18.82
05075;FIGURA RAMPA PEQUEÑA 60 LARGO X 60 ANCHO X 30 ALTO;37.34;41.07;44.81
05076;FIGURA RAMPA GRANDE 60 LARGO X 60 ANCHO X 60 ALTO;62.93;69.22;75.52
05077;FIGURA ARCO 80X60X30 CM;75.77;83.35;90.92
05078;FIGURA TRIANGULO 120 ALTO X 80 ANCHO X 60 FONDO CM;130.34;143.37;156.41
05079;FIGURA MINITRIANGULO DE 50 LARGO X 25 ALTO X 25 FONDO CM;15.3;16.83;18.36
05080;FIGURA MINITRIANGULO DE 25 LARGO X 25 ALTO X 25 FONDO CM;10.97;12.07;13.16
05081;FIGURA MINIASIENTO CURVO 30 ALTO X 60 ANCHO X 30 FONDO CM;28.02;30.82;33.62
05082;FIGURA MINIASIENTO  RECTO 30 ALTO X 60 ANCHO X 30 FONDO CM;32.55;35.81;39.06
05083;FIGURA ASIENTO 60X60X30CM;52.77;58.05;63.32
05085;FIGURA ESCALERA MEDIANA 80 LARGO X 60 ALTO X 60 ANCHO;74.68;82.15;89.62
05086;FIGURA ESCALERA PEQUEÑA 60 LARGO X 60 ANCHO X 30 ALTO;39.07;42.98;46.88
05087;FIGURA CILINDRO 120 LARGO X 30 CM Ø;44.73;49.2;53.68
05088;FIGURA MINI CILINDRO 25 CM ALTO X 25 CM Ø;11.5;12.65;13.8
05089;FIGURA MINI CILINDRO 50 CM LARGO X 25 CM Ø;15.04;16.54;18.05
05090;PAR DE GUANTES BOXEO FULLBOXING TSUNAMI - 10OZ/14OZ- NEGRO/BLANCO-;17.15;18.87;20.58
0509001;BANCO SUECO DE MADERA 1MT;69.61;69.61;80.05
0509002;BANCO SUECO DE MADERA 2MTS;98.51;98.51;113.29
0509003;BANCO SUECO DE MADERA 3MTS;137.62;137.62;158.26
0509005;ESCUADRA BANCO SUECO DELUXE;2.5;2.5;2.88
0509009;POSTE METALICO 6 MTS PARA RED PROTECCION SIN BOTES ;79;79;90.85
0509011;POSTE METÁLICO GALVANIZADO 6 MTS PARA RED PROTECCIÓN SIN BOTES;96;96;110.4
0509012;POSTE METALICO GALVANIZADO 7 MTS PARA RED PROTECCION SIN BOTES;140;140;161
0509013;JUEGO PORTERIAS RUGBY METALICAS TUBO Ø 100       ;907.65;907.65;1043.8
0509014;BANQUILLO DE SUPLENTES 5 PLAZAS -PORTES DEBIDOS-;1140.31;1140.31;1311.36
0509015;BANQUILLO DE SUPLENTES 6 PLAZAS -PORTES DEBIDOS-;1261;1261;1450.15
0509016;BANQUILLO DE SUPLENTES 7 PLAZAS -PORTES DEBIDOS-;1343.94;1343.94;1545.53
0509017;BANQUILLO DE SUPLENTES 8 PLAZAS -PORTES DEBIDOS-;1426.87;1426.87;1640.9
0509018;BANQUILLO DE SUPLENTES 9 PLAZAS -PORTES DEBIDOS-;1560.8;1560.8;1794.92
0509019;BANCO METALICO CON ASIENTOS PVC-5PLAZAS-      ;228.9;228.9;263.24
0509022;BANQUILLO DE SUPLENTES 10 PLAZAS -PORTES DEBIDOS-;1694.73;1694.73;1948.94
0509023;JUEGO 4 RUEDAS TRASLACION BANQUILLO SUPLENTES                            ;127.97;127.97;147.17
0509024;BANQUILLO 4º ARBITRO (2 PLAZAS CON PUPITRE) -PORTES DEBIDOS- ;730.5;730.5;840.08
0509027;BANCO SUECO 1 MTS DELUXE (TAPA PINO MELIS, PATAS DE HAYA Y HERRAJES METALICOS) ;83.16;83.16;95.63
0509028;BANCO SUECO 2 MTS DELUXE (TAPA PINO MELIS, PATAS DE HAYA Y HERRAJES METALICOS) ;117;117;134.55
0509029;BANCO SUECO 3 MTS DELUXE (TAPA PINO MELIS, PATAS DE HAYA Y HERRAJES METALICOS) ;159;159;182.85
0509031;BANQUILLO DE SUPLENTES 12 PLAZAS -PORTES DEBIDOS-;1790;1790;2058.5
0509032;BANQUILLO DE SUPLENTES 4 PLAZAS -PORTES DEBIDOS-;1019.62;1019.62;1172.56
0509039;BANCO METALICO ASIENTO PVC -2 PLAZAS-;88;88;101.2
0509049;CABLE PARA RED DE PROTECCIÓN 6MM;1.5;1.5;1.73
0509050;TENSOR PARA RED DE PROTECCION;0.7;0.77;0.84
0509064;BOTE POSTE DE PROTECCION  ;15;15;17.25
0509085;RUEDA DE MEDICIÓN 1.0;78;85.8;93.6
05091;PAR DE GUANTES BOXEO FULLBOXING VENDAVAL -12OZ/14OZ- BLANCO/NEGRO/ORO;17.88;19.67;21.46
05092;PAR DE GUANTES BOXEO FULLBOXING TERREMOTO -10OZ/12OZ- BLANCO/ROJO/NEGRO;16.39;18.03;19.67
0509303;PERA 30x15cm FULLBOXING;19.97;21.97;23.96
0509310;SOPORTE PARA PERA FULLBOXING;71.85;79.04;86.22
0509311;SOPORTE SACO BOXEO;38.85;42.74;46.62
0509361;CASCO BOXEO FULLBOXING LEATHER;29.9;32.89;35.88
0509362;MANOPLAS BOXEO FULLBOXING KING;17;18.7;20.4
