REF;NAME;PVP03;PVP04;PVP02
24101.UNI.17;KETTLEBELL NEOPRENO SOFTEE -12KG-;13.48;14.83;16.18
24101.UNI.21;KETTLEBELL NEOPRENO SOFTEE -16KG-;17.55;19.31;21.06
24101.UNI.25;KETTLEBELL NEOPRENO SOFTEE -20KG-;22.06;24.27;26.47
24101.UNI.29;KETTLEBELL NEOPRENO SOFTEE -24KG-;26.47;29.12;31.76
24101.UNI.33;KETTLEBELL NEOPRENO SOFTEE -28KG-;30.88;33.97;37.06
24101.UNI.37;KETTLEBELL NEOPRENO SOFTEE -32KG-;35.06;38.57;42.07
24101.UNI.41;KETTLEBELL NEOPRENO SOFTEE -36KG-;39.48;43.43;47.38
24101.UNI.45;KETTLEBELL NEOPRENO SOFTEE -40KG-;43.15;47.47;51.78
24101.UNI.9;KETTLEBELL NEOPRENO SOFTEE -4KG-;4.47;4.92;5.36
24102.003.3;JUEGO PESAS DE NEOPRENO HEXAGONALES -1KG-;3.31;3.64;3.97
24102.004.6;JUEGO PESAS DE NEOPRENO HEXAGONALES -2KG-;8.15;8.97;9.78
24102.005.2;JUEGO PESAS DE NEOPRENO HEXAGONALES -0,5KG-;1.71;1.88;2.05
24102.006.7;JUEGO PESAS DE NEOPRENO HEXAGONALES -2,5KG-;10.19;11.21;12.23
24102.008.5;JUEGO PESAS DE NEOPRENO HEXAGONALES -1,5KG-;4.97;5.47;5.96
24103.003.10;DISCO CAUCHO CON AGARRE -5KG-;9.59;10.55;11.51
24103.003.15;DISCO CAUCHO CON AGARRE -10KG-;21.57;23.73;25.88
24103.003.20;DISCO CAUCHO CON AGARRE -15KG-;28.75;31.63;34.5
24103.003.25;DISCO CAUCHO CON AGARRE -20KG-;38.07;41.88;45.68
24103.003.30;DISCO CAUCHO CON AGARRE -25KG-;45.49;50.04;54.59
24103.003.4;DISCO CAUCHO CON AGARRE -1,25KG-;3.05;3.36;3.66
24103.003.7;DISCO CAUCHO CON AGARRE -2,5KG-;4.81;5.29;5.77
24104.003.3;JUEGO TOBILLERAS/MUÑEQUERAS LASTRADAS -1KG-;4.89;5.38;5.87
24104.006.6;JUEGO TOBILLERAS/MUÑEQUERAS LASTRADAS -2KG-;7.45;8.2;8.94
24104.012.2;JUEGO TOBILLERAS/MUÑEQUERAS LASTRADAS -0,5KG-;3.86;4.25;4.63
24105.003.3;JUEGO PESAS DE NEOPRENO OVAL -1KG-;3.34;3.67;4.01
24105.004.6;JUEGO PESAS DE NEOPRENO OVAL -2KG-;8.19;9.01;9.83
24105.005.2;JUEGO PESAS DE NEOPRENO OVAL -0,5KG-;1.74;1.91;2.09
24105.006.7;JUEGO PESAS DE NEOPRENO OVAL -2,5KG-;10.22;11.24;12.26
24105.008.5;JUEGO PESAS DE NEOPRENO OVAL -1,5KG-;5;5.5;6
24109;BANASTA -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, NARANJA, AZUL, MORADO, VERDE SFT-;19.84;21.82;23.81
24110;TESTIGO RELEVO PVC PROFESIONAL -ROJO, VERDE, AMARILLO, VIOLETA, FUCSIA, AMARILLO FLÚOR, AZUL-;1.09;1.2;1.31
24111;TESTIGO RELEVO ALUMINIO -ROJO, VERDE, ORO, AZUL, PLATA, BRONCE-;1.24;1.36;1.49
24112;TESTIGO RELEVO FOAM -NARANJA, VERDE, ROJO, AMARILLO, ROYAL, VIOLETA-;1.1;1.21;1.32
24113;ARO DE RÍTMICA ADULTO -ROJO, VERDE, AMARILLO, ROYAL-;2.88;3.17;3.46
24113.003.850;ARO DE RÍTMICA ADULTO  -VERDE, ROJO, AMARILLO, ROYAL-;2.88;3.17;3.46
24114;ARO DE RÍTMICA INFANTIL -ROJO, VERDE, AMARILLO, ROYAL-;2.69;2.96;3.23
24114.003.720;ARO DE RÍTMICA INFANTIL  -VERDE, ROJO, AMARILLO, ROYAL-;2.69;2.96;3.23
24115;PELOTA MULTIUSO PVC  -ROJO, LIMA, BARANJA, AZUL, FUCSIA, VERDE FLÚOR-;2.15;2.37;2.58
24116.MAD.15;PICA MADERA 150CM;4.45;4.9;5.34
24116.MAD.18;PICA MADERA 180CM;4.95;5.45;5.94
24116.MAD.2;PICA MADERA 120CM;3.6;3.96;4.32
24117.003.1000;PELOTA GIGANTE SOFTEE Ø 100 CM -AMARILLO, MARINO, VIOLETA, ROJO, NARANJA FLÚOR-;9.98;10.98;11.98
24117.003.550;PELOTA GIGANTE SOFTEE Ø 55 CM -ROJO, FUCSIA, AMARILLO FLÚOR-;5.1;5.61;6.12
24117.004.450;PELOTA GIGANTE SOFTEE Ø 45 CM -VIOLETA-;4.35;4.79;5.22
24117.004.751;PELOTA GIGANTE SOFTEE Ø 75 CM -GRIS, VERDE, VERDE SFT, AMARILLO FLÚOR-;6.14;6.75;7.37
24117.006.850;PELOTA GIGANTE SOFTEE Ø 85 CM -ROYAL, VERDE SFT, NARANJA FLÚOR, FUCSIA, VIOLETA-;6.97;7.67;8.36
24117.008.650;PELOTA GIGANTE SOFTEE Ø 65 CM -MARINO, VERDE SFT, NARANJA FLÚOR, VIOLETA-;5.56;6.12;6.67
24118.003.550;PELOTA GIGANTE SOFTEE FLEXI Ø 55 CM - ROJO, VIOLETA, AMARILLO FLÚOR-;6.5;7.15;7.8
24118.003.850;PELOTA GIGANTE SOFTEE FLEXI Ø 85 CM -ROJO, GRIS, NARANJA FLÚOR, VIOLETA-;9.9;10.89;11.88
24118.004.751;PELOTA GIGANTE SOFTEE FLEXI Ø 75 CM -GRIS, MARINO, VERDE, AMARILLO FLÚOR-;8.8;9.68;10.56
24118.005.1000;PELOTA GIGANTE SOFTEE FLEXI Ø 100 CM -AMARILLO-;13.9;15.29;16.68
24118.006.650;PELOTA GIGANTE SOFTEE FLEXI Ø 65 CM -ROYAL, FUCSIA, VIOLETA, NARANJA FLÚOR-;7.8;8.58;9.36
24119.001.101;COLCHONETA PILATES/YOGA SOFTEE DELUXE GROSOR 4MM -NEGRO, ROJO, VERDE, NARANJA, VIOLETA, CELESTE, FUCSIA, AZUL, CORAL-;5;5.5;6
24119.101;COLCHONETA YOGA/PILATES DELUXE 4 MM -NEGRO, ROJO, VERDE, NARANJA, VIOLETA, CELESTE, FUCSIA, AZUL Y CORAL-;5;5.5;6
24120.20;STEP PROFESIONAL 2 PIES -ROJO, GRIS, AZUL Y CORAL-;29.1;32.01;34.92
24120.40;STEP PROFESIONAL 4 PIES - ROJO, GRIS, AZUL Y CORAL-;34.9;38.39;41.88
24121.1;MINISTEP PROFESIONAL -ROJO, GRIS, AZUL Y CORAL-;14.9;16.39;17.88
24122.1;TABLA DE STEP PROFESIONAL -ROJO, GRIS, AZUL Y CORAL-;25.7;28.27;30.84
24123.011.10;DISCO HIERRO CON AGARRE -5KG-;5;5.5;6
24123.011.15;DISCO HIERRO CON AGARRE -10KG-;10;11;12
24123.011.20;DISCO HIERRO CON AGARRE -15KG-;15;16.5;18
24123.011.25;DISCO HIERRO CON AGARRE -20KG-;20;22;24
24123.011.30;DISCO HIERRO CON AGARRE -25KG-;25;27.5;30
24123.011.4;DISCO HIERRO CON AGARRE -1,25KG-;1.25;1.38;1.5
24123.011.7;DISCO HIERRO CON AGARRE -2,5KG-;2.5;2.75;3
24124.001.10;DISCO PVC-CEMENT -5KG-;3;3.3;3.6
24124.001.15;DISCO PVC-CEMENT -10KG-;6;6.6;7.2
24124.001.4;DISCO PVC-CEMENT -1,25KG-;0.75;0.83;0.9
24124.001.7;DISCO PVC-CEMENT -2,5KG-;1.5;1.65;1.8
24125.005.1;SET BALONCESTO PLAY (AMARILLO, NEGRO/ROJO);45;49.5;51.75
24127;BASE PARA PICAS Y AROS -ROJO, VERDE, AMARILLO, ROYAL-;2.6;2.86;3.12
24128.003.1;RECAMBIO PARA INDIAKA;0.86;0.95;1.03
24129;PALO LACROSSE;4.95;5.45;5.94
24130;PORTABOTELLAS PLEGABLE PARA 6 BOTELLAS 1000 ML -VERDE, AMARILLO, NEGRO, NARANJA FLUOR, ROJO, AZUL-;5.18;5.7;6.22
24131;PORTABOTELLAS PLEGABLE PARA 8 BOTELLAS 750 ML -NEGRO, AMARILLO, AZUL, ROJO-;6.25;6.88;7.5
24134;BOTELLA HIGIÉNICA 1000ML SOFTEE;1.8;1.98;2.16
24135;PORTABOTELLAS PARA 12 BOTELLAS 750ML SOFTEE -ROJO, NEGRO, ROYAL, AMARILLO FLÚOR-;7.95;8.75;9.54
24136;ENGARCE DELUXE PICAS AROS -NEGRO, AZUL-;0.51;0.56;0.61
24137;BOTELLA SOFTEE 1000ML CON PAJITA EXTRAIBLE;1.1;1.21;1.32
24138;BOTELLA CON AGARRE ERGONÓMICO SOFTEE 750ML;1.99;2.19;2.39
24139.020.1;RUEDA ABDOMINAL SIMPLE SOFTEE;3.95;4.35;4.74
24142;PORTABOTELLAS PLEGABLE DELUXE  PARA 6 BOTELLAS 1000 ML -BLANCO, AMARILLO, ROJO, GRIS, AZUL, CORAL-;5.95;6.55;7.14
24143;FRITA MICROPOROSA SIN AGUJERO 165 CM -ROJO, VERDE, AMARILLO, AZUL, NEGRO-;1.85;2.04;2.22
24144;RINGO HUECO -ROJO, VERDE, AMARILLO, AZUL-;1.52;1.67;1.82
24145;RINGO MACIZO -ROJO, AMARILLO-;1.15;1.27;1.38
24146;RINGO MASAJE -ROJO, VERDE, AMARILLO, AZUL-;1.09;1.2;1.31
24147;DIÁBOLO SOFTEE DELUXE -AMARILLA, AZUL-;4.75;5.23;5.7
24148.001.1200;CUERDA ENTRENAMIENTO FUNCIONAL -12MTS-;43.77;48.15;52.52
24148.001.1500;CUERDA ENTRENAMIENTO FUNCIONAL -15MTS-;52.02;57.22;62.42
24148.001.900;CUERDA ENTRENAMIENTO FUNCIONAL - 9MTS-;37.4;41.14;44.88
24149.001.1200;CUERDA ENTRENAMIENTO FUNCIONAL CON GANCHO -12MTS-;48.02;52.82;57.62
24149.001.1500;CUERDA ENTRENAMIENTO FUNCIONAL CON GANCHO -15MTS-;56.06;61.67;67.27
24149.001.900;CUERDA ENTRENAMIENTO FUNCIONAL CON GANCHO -9MTS-;42.29;46.52;50.75
24150;SACO DE DORMIR TRANSFORMABLE SOFTEE FARELO -NEGRO, ROJO, VERDE, MARINO, LIMA;6.9;7.59;8.28
24151;SACO DE DORMIR TRANSFORMABLE SOFTEE BOCELO -NEGRO, ROJO, MARINO;7.99;8.79;9.59
24152;SACO DE DORMIR ULTRALIGHT SOFTEE MANZANEDA -ROJO, VERDE;14.95;16.45;17.94
24154.10;DISCO DE CAUCHO WORK 10 KG -NARANJA, VERDE, VIOLETA Y AMARILLO FLUOR-;11.15;12.27;13.38
24154.4;DISCO DE CAUCHO WORK 1,25 KG -NARANJA, VERDE, VIOLETA Y AMARILLO FLUOR-;3.4;3.74;4.08
24154.7;DISCO DE CAUCHO WORK 2,5 KG -NARANJA, VERDE, VIOLETA Y AMARILLO FLUOR-;5.58;6.14;6.7
24156;PELOTA PARA PALA MADERA COMPETICIÓN SOFTEE - ROJO, VERDE, AMARILLO, AZUL -;0.14;0.15;0.17
24157;VOLANTES BADMINTON SOFTEE 'NYLON I' 6UDS - BLANCO, AMARILLO -;3.15;3.47;3.78
24158;VOLANTES BADMINTON SOFTEE 'NYLON II' 6UDS - BLANCO, AMARILLO -;4.29;4.72;5.15
24159;VOLANTES BADMINTON SOFTEE 'NYLON III' 6UDS - BLANCO, AMARILLO -;4.93;5.42;5.92
24160;CAJA 6UDS PELOTAS TENIS DE MESA 40MM SOFTEE -BLANCO, NARANJA-;0.66;0.73;0.79
24161;TARRO 60 PELOTAS TENIS DE MESA SOFTEE 40MM -BLANCO, NARANJA-;5.74;6.31;6.89
24162.0;PELOTA PILATES 26 CM -NEGRO, ROJO, VERDE Y AZUL-;1.69;1.86;2.03
24162.200;PELOTA PILATES 20 CM -NEGRO, ROJO, VERDE Y AZUL-;1.25;1.38;1.5
24163;CONO 23 CM FLEXIBLE -ROJO, VERDE, AMARILLO, ROYAL-;0.95;1.05;1.14
24164;RANA (UNIDAD) -ROJO, VERDE, AMARILLO, NARANJA, VIOLETA, AZUL-;1.8;1.98;2.16
24165;TORTUGA (UNIDAD) -ROJO, VERDE, AMARILLO, NARANJA, VIOLETA, AZUL-;1.62;1.78;1.94
24167.385;ARO PILATES -ROSA, VERDE, GRIS, AZUL, NEGRO Y ROJO-;12.45;13.7;14.94
24168;DYNAMIC TRAINER SOFTEE - AMARILLO, NARANJA, VERDE MILITAR-;27.45;30.2;32.94
24169.2;PAR PELOTAS PESO SIN EMPUÑADURA 0,5 KG -AMARILLO FLUOR, AZUL Y CORAL FLUOR-;2.99;3.29;3.59
24169.3;PAR PELOTAS PESO SIN EMPUÑADURA 1 KG -AMARILLO FLUOR, AZUL Y CORAL FLUOR-;3.16;3.48;3.79
24170;SET DE CONOS SOFTEE REDONDO -AMARILLO FLÚOR/ NEGRO, NARANJA FLÚOR/ NEGRO, AZUL/AMARILLO/ROJO/BLANCO-;18.5;20.35;22.2
24171;BASE SOFTEE DELUXE PARA PICAS Y AROS -NEGRO, AMARILLO FLÚOR, NARANJA FLÚOR-;2.86;3.15;3.43
24172.003.230;PELOTA MASAJE Ø 23 CM;3.63;3.99;4.36
24172.003.650;PELOTA MASAJE Ø 65 CM;5.65;6.22;6.78
24172.003.750;PELOTA MASAJE Ø 7,5 CM -ROJO, VERDE, AMARILLO, AZUL-;0.39;0.43;0.47
24173;ESCALERA AGILIDAD 4 MTS -AMARILLO FLÚOR, NARANJA FLÚOR-;13.9;15.29;16.68
24174;CONO REDONDO SOFTEE -NEGRO, BLANCO, ROJO, AMARILLO, AMARILLO FLÚOR, NARANJA FLÚOR, AZUL-;0.7;0.77;0.84
24175;SACO PORTABALONES DELUXE -NEGRO, ROJO-;6.95;7.65;8.34
24175.001.1;SACO PORTABALONES DELUXE -NEGRO, ROYAL-;6.95;7.65;8.34
24176;SILBATO FAST 50-BLISTER- NEGRO, ROJO, AZUL-;1.26;1.39;1.51
24176.001.1;SILBATO FAST 50-BLISTER- (ROJO,AZUL,NEGRO);1.26;1.39;1.51
24177;ESCALERA AGILIDAD ESCOLAR 4 MTS -AMARILLO, ROJO-;4.73;5.2;5.68
24178;PORTABOTELLAS PVC BASIC  6UDS PARA 6 BOTELLAS 750 ML -BLANCO, ROJO, AMARILLO,GRIS, AZUL, CORAL-;4.35;4.79;5.22
24179.003.230;CONO SEMIRÍGIDO SOFTEE 23 CM -NARANJA FLÚOR, ROJO, VERDE, NEGRO, AZUL, AMARILLO-;0.75;0.83;0.9
24179.003.310;CONO SEMIRÍGIDO SOFTEE 31 CM -NARANJA FLÚOR, ROJO, VERDE, NEGRO, AZUL, AMARILLO-;1.1;1.21;1.32
24179.003.380;CONO SEMIRÍGIDO SOFTEE 38 CM -NARANJA FLÚOR, ROJO, VERDE, NEGRO, AZUL, AMARILLO-;1.79;1.97;2.15
24179.003.46;CONO SEMIRÍGIDO SOFTEE 46 CM -NARANJA FLÚOR, ROJO, VERDE, NEGRO, AZUL, AMARILLO-;2.55;2.81;3.06
24180.003.100;CUERDA DE PSICOMOTRICIDAD SOFTEE 10 MT -NEGRO, ROJO, VERDE, VIOLETA, AMARILLO, NARANJA, AZUL-;4.9;5.39;5.88
24180.003.25;CUERDA DE PSICOMOTRICIDAD SOFTEE 2,5 MT -NEGRO, ROJO, VERDE, VIOLETA, AMARILLO, NARANJA, AZUL-;1.4;1.54;1.68
24181;CUERDA PARA SALTAR 5MT -ROJO, VERDE, AMARILLO, ROYAL, NEGRO-;3.4;3.74;4.08
24182;CUERDA RÍTMICA SOFTEE -NEGRO, ROJO, VERDE, VIOLETA, AMARILLO, NARANJA, AZUL-;1.5;1.65;1.8
24183;PELOTA REACCIÓN Z -ROJO, AMARILLO, AZUL-;0.78;0.86;0.94
24184;CONO CON SOPORTE PARA PICA Y ARO BASE CUADRADA 50CM  -ROJO, VERDE, AMARILLO, ROYAL-;4.78;5.26;5.74
24185.003.400;ARO PSICOMOTRICIDAD 40CM -ROJO, VERDE, AMARILLO, ROYAL-;0.95;1.05;1.14
24185.003.500;ARO PSICOMOTRICIDAD 50CM -ROJO, VERDE, AMARILLO, ROYAL-;1.62;1.78;1.94
24185.003.610;ARO PSICOMOTRICIDAD 61CM -ROJO, VERDE, AMARILLO, ROYAL-;2.12;2.33;2.54
24185.003.700;ARO PSICOMOTRICIDAD 70CM -ROJO, VERDE, AMARILLO, ROYAL-;2.59;2.85;3.11
24186;RAQUETA SHUTTLEBALL - AMARILLO, NARANJA, NEGRO -;2.8;3.08;3.36
24187.1;SEMICILINDRO PILATES DELUXE 90 CM -ROJO, VERDE, ROYAL, VIOLETA Y CORAL-;9.57;10.53;11.48
24188.1;CILINDRO PILATES DELUXE 30 CM -ROJO, VERDE, ROYAL, VIOLETA Y CORAL-;6.86;7.55;8.23
24189.1;SEMICILINDRO PILATES DELUXE 30 CM - ROJO, VERDE, ROYAL, VIOLETA Y CORAL-;3.51;3.86;4.21
24190.003.1;LADRILLO CON SOPORTE PARA PICA Y ARO -ROJO, VERDE, AMARILLO, ROYAL-;3.69;4.06;4.43
24191;INDIAKA -AMARILLO/NARANJA, AZUL/AMARILLO, AZUL/ROJO, AMARILLO/ROJO, VERDE/NARANJA-;2.34;2.57;2.81
24192.001.850;STICK HOCKEY/FLOORBALL MANGO REDONDO 85 CM -NEGRO, ROJO, AMARILLO, ROYAL-;3.38;3.72;4.06
24192.001.950;STICK HOCKEY/FLOORBALL MANGO REDONDO 95 CM -NEGRO, ROJO, AMARILLO, ROYAL-;3.47;3.82;4.16
24193;ANTIFAZ;0.9;0.99;1.08
24194;SILBATO PLÁSTICO ESTÁNDAR -NEGRO, AMARILLO, ROJO, NARANJA FLÚOR, AMARILLO FLÚOR-;0.26;0.29;0.31
24194.001.1;SILBATO PLÁSTICO ESTÁNDAR (NEGRO, ROJO, AMARILLO FLUOR Y NARANJA FLUOR);0.26;0.29;0.31
24195.001.2;CINTURON SOFTEE FITNESS CUERO -S, M, L, XL-;16.95;18.65;20.34
24197;ALZAS DE PLÁSTICO CON ANTIDESLIZANTE;3.55;3.91;4.26
24198;SACO DE SALTO SOFTEE NUMERADO -ROJO, VERDE, AMARILLO, AZUL-;3.99;4.39;4.79
24199.001.15;VALLA ANTILESIÓN SOFTEE 50 X 15 CM -NEGRO, ROJO, AMARILLO, NARANJA FLÚOR, VERDE SFT-;2.91;3.2;3.49
24199.001.30;VALLA ANTILESIÓN SOFTEE 50 X 30 CM -NEGRO, ROJO, AMARILLO, NARANJA FLÚOR, VERDE SFT-;3.95;4.35;4.74
24199.001.40;VALLA ANTILESIÓN SOFTEE 50 X 40 CM -NEGRO, ROJO, AMARILLO, NARANJA FLÚOR, VERDE SFT-;5.5;6.05;6.6
24199.001.50;VALLA ANTILESIÓN SOFTEE 50 X 50 CM -NEGRO, ROJO, AMARILLO, NARANJA FLÚOR, VERDE SFT-;5.95;6.55;7.14
24200;CINTA PELO SOFTEE - BLANCO, NARANJA, VIOLETA, ROSA, AMARILLO FLÚOR-;0.89;0.98;1.07
24201;MUÑEQUERA NORMAL SOFTEE - NEGRO, BLANCO, VIOLETA, ROSA, ROJO, AZUL, AMARILLO, NARANJA FLÚOR-;0.89;0.98;1.07
24202;MUÑEQUERA NORMAL SOFTEE - BLANCA, ROJA, AZUL, NEGRA, ROSA, VIOLETA, NARANJA, NARANJA FLÚOR, AMARILLO FLÚOR-;0.59;0.65;0.71
24206;GORRA SOFTEE TANIT -JR/SR- NEGRO, ROSA, MARINO, CELESTE, AMARILLO FLÚOR, VERDE MILITAR-;3.45;3.45;3.97
24206.001.2;GORRA SOFTEE TANIT SENIOR -NEGRO, MARINO, ROSA, CELESTE, AMARILLO FLÚOR, VERDE MILITAR;3.45;3.45;3.97
24206.010.1;GORRA SOFTEE TANIT JUNIOR -ROSA, CELESTE;3.45;3.45;3.97
24207;BOTELLA SOFTEE POWER 750 ml -BLANCO, ROJO, VERDE, AMARILLO, GRIS, AZUL, VERDE SFT, AMARILLO FLÚOR, NARANJA FLÚOR-;0.84;0.92;1.01
24208;CONO CHINO MAXI SOFTEE -ROJO, AMARILLO, AZUL, AMARILLO FLÚOR, NARANJA FLÚOR-;1.13;1.24;1.36
24209;SÚPER VOLANTE - BLANCO, AMARILLO, NARANJA, ROSA, AZUL -;3.73;4.1;4.48
24210.001.11;MANCUERNA PRO-SPORT SOFTEE -6KG-;14.95;16.45;17.94
24210.001.13;MANCUERNA PRO-SPORT SOFTEE -8KG-;19.95;21.95;23.94
24210.001.15;MANCUERNA PRO-SPORT SOFTEE -10KG-;24.95;27.45;29.94
24210.001.17;MANCUERNA PRO-SPORT SOFTEE -12KG-;29.95;32.95;35.94
24210.001.18;MANCUERNA PRO-SPORT SOFTEE -14KG-;34.95;38.45;41.94
24210.001.21;MANCUERNA PRO-SPORT SOFTEE - 16KG-;39.95;43.95;47.94
24210.001.23;MANCUERNA PRO-SPORT SOFTEE  -18KG-;44.95;49.45;53.94
24210.001.25;MANCUERNA PRO-SPORT SOFTEE -20KG-;49.95;54.95;59.94
24210.001.27;MANCUERNA PRO-SPORT SOFTEE -22KG-;54.95;60.45;65.94
24210.001.29;MANCUERNA PRO-SPORT SOFTEE -24KG-;59.95;65.95;71.94
24210.001.31;MANCUERNA PRO-SPORT SOFTEE -26KG-;64.95;71.45;77.94
24210.001.33;MANCUERNA PRO-SPORT SOFTEE -28KG-;69.95;76.95;83.94
24210.001.35;MANCUERNA PRO-SPORT SOFTEE -30KG-;74.95;82.45;89.94
24210.001.37;MANCUERNA PRO-SPORT SOFTEE -32KG-;79.95;87.95;95.94
24210.001.39;MANCUERNA PRO-SPORT SOFTEE -34KG-;84.95;93.45;101.94
24210.001.41;MANCUERNA PRO-SPORT SOFTEE -36KG-;89.95;98.95;107.94
24210.001.6;MANCUERNA PRO-SPORT SOFTEE -2KG-;4.95;5.45;5.94
24210.001.9;MANCUERNA PRO-SPORT SOFTEE -4KG-;9.95;10.95;11.94
24211;SET DE CONOS CHINOS SOFTEE;9.79;10.77;11.75
24212.001.10;DISCO OLIMPICO SOFTEE URETANO -5KG-;23.3;25.63;27.96
24212.001.15;DISCO OLIMPICO SOFTEE URETANO -10KG-;46.6;51.26;55.92
24212.001.20;DISCO OLIMPICO SOFTEE URETANO -15KG-;69.9;76.89;83.88
24212.001.25;DISCO OLIMPICO SOFTEE URETANO -20KG-;93.2;102.52;111.84
24212.001.30;DISCO OLIMPICO SOFTEE URETANO -25KG-;116.5;128.15;139.8
24212.001.4;DISCO OLIMPICO SOFTEE URETANO -1,25KG-;5.82;6.4;6.98
24212.001.7;DISCO OLIMPICO SOFTEE URETANO -2,5KG-;11.66;12.83;13.99
24213.001.10;DISCO BUMPER 5 KG COLOR NEGRO;17.7;19.47;21.24
24213.003.30;DISCO BUMPER 25 KG COLOR ROJO;88.6;97.46;106.32
24213.004.15;DISCO BUMPER 10 KG COLOR VERDE;35.4;38.94;42.48
24213.005.20;DISCO BUMPER 15 KG COLOR AMARILLO;53.2;58.52;63.84
24213.028.25;DISCO BUMPER 20 KG COLOR AZUL;70.8;77.88;84.96
24217;CONO CHINO SOFTEE -NEGRO, BLANCO, VERDE, AMARILLO, ROYAL, GRIS, CELESTE, AMARILLO FLÚOR-;0.31;0.34;0.37
24218.003.10;PICA PVC 100CM  -AZUL, AMARILLO, NARANJA, VERDE, ROJO, GRIS, NEGRO, VERDE SFT-;1.49;1.64;1.79
24218.003.12;PICA PVC 120 CM  -AZUL, AMARILLO, NARANJA, VERDE, ROJO, GRIS, NEGRO, VERDE SFT-;1.63;1.79;1.96
24218.003.16;PICA PVC 160CM  -AZUL, AMARILLO, NARANJA, VERDE, ROJO, GRIS, NEGRO, VERDE SFT-;2.12;2.33;2.54
24218.003.350;PICA PVC 35CM -AZUL, AMARILLO, NARANJA, VERDE, ROJO, GRIS, NEGRO, VERDE SFT-;0.69;0.76;0.83
24218.003.700;PICA PVC 70CM  -AZUL, AMARILLO, NARANJA, VERDE, ROJO, GRIS, NEGRO, VERDE SFT-;1.17;1.29;1.4
24219.001.10;PESO LANZAMIENTO DE CAUCHO  SOFTEE 5KG  -NEGRO, ROJO-;24.72;27.19;29.66
24219.001.3;PESO LANZAMIENTO DE CAUCHO  SOFTEE 1KG -NEGRO, ROJO-;8.8;9.68;10.56
24219.001.47;PESO LANZAMIENTO DE CAUCHO  SOFTEE 7,25KG  -NEGRO, ROJO-;46.39;51.03;55.67
24219.001.8;PESO LANZAMIENTO DE CAUCHO  SOFTEE 3KG  -NEGRO, ROJO-;13.83;15.21;16.6
24220.001.16;PELOTA FOAM 160 -NEGRO, VERDE, ROJO, AMARILLO, ROYAL-;2.38;2.62;2.86
24220.001.19;PELOTA FOAM 190  -NEGRO, VERDE, ROJO, AMARILLO, ROYAL, VIOLETA-;3.5;3.85;4.2
24220.001.21;PELOTA FOAM 210 -NEGRO, VERDE, ROJO, AMARILLO, ROYAL, VIOLETA-;4.13;4.54;4.96
24220.001.7;PELOTA FOAM -VERDE, ROJO, AMARILLO, ROYAL-;0.79;0.87;0.95
24221.001.1;PELOTA RÍTMICA ADULTO -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT-;3.1;3.41;3.72
24221.001.2;PELOTA RÍTMICA INFANTIL -NEGRO, BLANCO, ROJO, VERDE, AMARILLO, VIOLETA, CELESTE, FUCSIA, AZUL, VERDE AGUA, VERDE SFT-;2.45;2.7;2.94
24223.003.14;PELOTA POLIVALENTE LISA SOFT 140 -ROJO, AZUL, VERDE, VERDE SFT, AMARILLO, VIOLETA, AMARILLO FLUOR-;0.94;1.03;1.13
24223.003.18;PELOTA POLIVALENTE LISA SOFT 180 -ROJO, AZUL, VERDE, VERDE SFT, AMARILLO, VIOLETA, AMARILLO FLUOR-;1.43;1.57;1.72
24223.003.22;PELOTA POLIVALENTE LISA SOFT 220 -ROJO, AZUL, VERDE, VERDE SFT, AMARILLO, VIOLETA, AMARILLO FLUOR-;1.73;1.9;2.08
24224.003.14;PELOTA POLIVALENTE RUGOSA SOFT 140 -ROJO, AZUL, VERDE, VERDE SFT, AMARILLO, VIOLETA, AMARILLO FLUOR-;0.94;1.03;1.13
24224.003.18;PELOTA POLIVALENTE RUGOSA SOFT 180 -ROJO, AZUL, VERDE, VERDE SFT, AMARILLO, VIOLETA, AMARILLO FLUOR-;1.43;1.57;1.72
24224.003.22;PELOTA POLIVALENTE RUGOSA SOFT 220 -ROJO, AZUL, VERDE, VERDE SFT, AMARILLO, VIOLETA, AMARILLO FLUOR-;1.73;1.9;2.08
24225.003.100;COLCHONETA MATRIXCELL GROSOR 0,8 CM 120X60CM -ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT-;5.95;6.55;7.14
24225.003.101;COLCHONETA MATRIXCELL GROSOR 0,8 CM 180X60CM  -ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT-;8.92;9.81;10.7
24226.001.100;COLCHONETA MATRIXCELL MEDIDAS 120X60CM GROSOR 1,5 CM -NEGRO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT;8.8;9.68;10.56
24226.001.101;COLCHONETA MATRIXCELL MEDIDAS 180X60CM GROSOR 1,5 CM -NEGRO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT;13.3;14.63;15.96
24226.003.100;COLCHONETA MATRIXCELL GROSOR 1,5 CM 120X60CM -NEGRO, ROJO, VERDE, AMARILLO, VIOLETA, AZUL, VERDE SFT-;8.8;9.68;10.56
